File Name,Sliced File Name,Truncated Description,Description,Certainty
image1959,image1959_02_02.jpg,bikini,"bikini, two-piece",0.18415331840515134
image196,image196.jpg,feather boa,"feather boa, boa",0.21468758583068848
image196,image196_01_01.jpg,wig,wig,0.14436574280261993
image196,image196_01_02.jpg,syringe,syringe,0.1445767879486084
image196,image196_02_01.jpg,spatula,spatula,0.07624652236700058
image196,image196_02_02.jpg,seat belt,"seat belt, seatbelt",0.6696642637252808
image1960,image1960.jpg,bikini,"bikini, two-piece",0.28471753001213074
image1960,image1960_01_01.jpg,sliding door,sliding door,0.3683643043041229
image1960,image1960_01_02.jpg,laptop,"laptop, laptop computer",0.12274926155805588
image1960,image1960_02_01.jpg,four-poster,four-poster,0.1013588234782219
image1960,image1960_02_02.jpg,carton,carton,0.05175559967756272
image1961,image1961.jpg,seat belt,"seat belt, seatbelt",0.13819856941699982
image1961,image1961_01_01.jpg,maillot,maillot,0.5978460311889648
image1961,image1961_01_02.jpg,bonnet,"bonnet, poke bonnet",0.35374122858047485
image1961,image1961_02_01.jpg,pajama,"pajama, pyjama, pj's, jammies",0.15346910059452054
image1961,image1961_02_02.jpg,maillot,maillot,0.2748688757419586
image1962,image1962.jpg,hair slide,hair slide,0.2972240746021271
image1962,image1962_01_01.jpg,hair slide,hair slide,0.1231604814529419
image1962,image1962_01_02.jpg,hair slide,hair slide,0.9870740175247192
image1962,image1962_02_01.jpg,wig,wig,0.7412680983543396
image1962,image1962_02_02.jpg,wig,wig,0.2481699287891388
image1963,image1963.jpg,brassiere,"brassiere, bra, bandeau",0.6253647804260254
image1963,image1963_01_01.jpg,cardigan,cardigan,0.3945683240890503
image1963,image1963_01_02.jpg,maillot,maillot,0.21561919152736664
image1963,image1963_02_01.jpg,cardigan,cardigan,0.959371030330658
image1963,image1963_02_02.jpg,sarong,sarong,0.4073445796966553
image1964,image1964.jpg,maillot,"maillot, tank suit",0.1624024212360382
image1964,image1964_01_01.jpg,promontory,"promontory, headland, head, foreland",0.3389897048473358
image1964,image1964_01_02.jpg,cliff,"cliff, drop, drop-off",0.14301231503486633
image1964,image1964_02_01.jpg,stone wall,stone wall,0.6084889769554138
image1964,image1964_02_02.jpg,cliff,"cliff, drop, drop-off",0.7870931625366211
image1965,image1965.jpg,bikini,"bikini, two-piece",0.42495712637901306
image1965,image1965_01_01.jpg,hair slide,hair slide,0.17450685799121854
image1965,image1965_01_02.jpg,wig,wig,0.14678312838077545
image1965,image1965_02_01.jpg,brassiere,"brassiere, bra, bandeau",0.20065250992774966
image1965,image1965_02_02.jpg,wig,wig,0.3122526705265045
image1966,image1966.jpg,cellular telephone,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.1155269369482994
image1966,image1966_01_01.jpg,pajama,"pajama, pyjama, pj's, jammies",0.3838437497615814
image1966,image1966_01_02.jpg,pajama,"pajama, pyjama, pj's, jammies",0.3856880068778992
image1966,image1966_02_01.jpg,shower cap,shower cap,0.3556172251701355
image1966,image1966_02_02.jpg,oxygen mask,oxygen mask,0.0729081854224205
image1967,image1967.jpg,seat belt,"seat belt, seatbelt",0.1619987040758133
image1967,image1967_01_01.jpg,brassiere,"brassiere, bra, bandeau",0.1231941357254982
image1967,image1967_01_02.jpg,fur coat,fur coat,0.39847204089164734
image1967,image1967_02_01.jpg,wig,wig,0.16758227348327634
image1967,image1967_02_02.jpg,wig,wig,0.1832524836063385
image1968,image1968.jpg,candle,"candle, taper, wax light",0.08037523925304413
image1968,image1968_01_01.jpg,drumstick,drumstick,0.04763540998101234
image1968,image1968_01_02.jpg,neck brace,neck brace,0.09779398143291472
image1968,image1968_02_01.jpg,miniskirt,"miniskirt, mini",0.1357678771018982
image1968,image1968_02_02.jpg,ski mask,ski mask,0.06343671679496765
image1969,image1969.jpg,paper towel,paper towel,0.3337506055831909
image1969,image1969_01_01.jpg,bonnet,"bonnet, poke bonnet",0.6823524236679077
image1969,image1969_01_02.jpg,sunglasses,"sunglasses, dark glasses, shades",0.05810751393437385
image1969,image1969_02_01.jpg,bonnet,"bonnet, poke bonnet",0.4812117218971253
image1969,image1969_02_02.jpg,sunglasses,"sunglasses, dark glasses, shades",0.16916191577911374
image197,image197.jpg,seat belt,"seat belt, seatbelt",0.994561493396759
image197,image197_01_01.jpg,seat belt,"seat belt, seatbelt",0.5901675820350647
image197,image197_01_02.jpg,seat belt,"seat belt, seatbelt",0.9698594212532043
image197,image197_02_01.jpg,seat belt,"seat belt, seatbelt",0.2264311909675598
image197,image197_02_02.jpg,seat belt,"seat belt, seatbelt",0.8793413639068604
image1970,image1970.jpg,maillot,maillot,0.19140562415122986
image1970,image1970_01_01.jpg,brassiere,"brassiere, bra, bandeau",0.12431804835796355
image1970,image1970_01_02.jpg,bikini,"bikini, two-piece",0.5398709177970886
image1970,image1970_02_01.jpg,jean,"jean, blue jean, denim",0.0818176120519638
image1970,image1970_02_02.jpg,holster,holster,0.2328951060771942
image1971,image1971.jpg,hand blower,"hand blower, blow dryer, blow drier, hair dryer, hair drier",0.6555914282798767
image1971,image1971_01_01.jpg,wig,wig,0.3239433169364929
image1971,image1971_01_02.jpg,wardrobe,"wardrobe, closet, press",0.2203749567270279
image1971,image1971_02_01.jpg,dumbbell,dumbbell,0.17327220737934113
image1971,image1971_02_02.jpg,medicine chest,"medicine chest, medicine cabinet",0.6267387866973877
image1972,image1972.jpg,ice lolly,"ice lolly, lolly, lollipop, popsicle",0.2234109342098236
image1972,image1972_01_01.jpg,sunscreen,"sunscreen, sunblock, sun blocker",0.05194850638508797
image1972,image1972_01_02.jpg,wig,wig,0.4874918162822723
image1972,image1972_02_01.jpg,ice lolly,"ice lolly, lolly, lollipop, popsicle",0.41757112741470337
image1972,image1972_02_02.jpg,sunglasses,"sunglasses, dark glasses, shades",0.5513728260993958
image1973,image1973.jpg,seat belt,"seat belt, seatbelt",0.9796640872955322
image1973,image1973_01_01.jpg,seat belt,"seat belt, seatbelt",0.8722395896911621
image1973,image1973_01_02.jpg,seat belt,"seat belt, seatbelt",0.9298518300056458
image1973,image1973_02_01.jpg,wig,wig,0.151892751455307
image1973,image1973_02_02.jpg,seat belt,"seat belt, seatbelt",0.9122739434242249
image1974,image1974.jpg,washer,"washer, automatic washer, washing machine",0.5629492998123169
image1974,image1974_01_01.jpg,washer,"washer, automatic washer, washing machine",0.7844877243041992
image1974,image1974_01_02.jpg,spotlight,"spotlight, spot",0.7854773998260498
image1974,image1974_02_01.jpg,coil,"coil, spiral, volute, whorl, helix",0.08180677145719527
image1974,image1974_02_02.jpg,spotlight,"spotlight, spot",0.7806769013404846
image1975,image1975.jpg,shoe shop,"shoe shop, shoe-shop, shoe store",0.9811274409294128
image1975,image1975_01_01.jpg,shoe shop,"shoe shop, shoe-shop, shoe store",0.8268809318542479
image1975,image1975_01_02.jpg,shoe shop,"shoe shop, shoe-shop, shoe store",0.9745864868164062
image1975,image1975_02_01.jpg,shoe shop,"shoe shop, shoe-shop, shoe store",0.13643339276313782
image1975,image1975_02_02.jpg,barber chair,barber chair,0.1087799221277237
image1976,image1976.jpg,loupe,"loupe, jeweler's loupe",0.501689612865448
image1976,image1976_01_01.jpg,seat belt,"seat belt, seatbelt",0.25107264518737793
image1976,image1976_01_02.jpg,wig,wig,0.11705800890922545
image1976,image1976_02_01.jpg,loupe,"loupe, jeweler's loupe",0.6324591040611267
image1976,image1976_02_02.jpg,wig,wig,0.7370643019676208
image1977,image1977.jpg,seat belt,"seat belt, seatbelt",0.1297254115343094
image1977,image1977_01_01.jpg,loupe,"loupe, jeweler's loupe",0.2081928551197052
image1977,image1977_01_02.jpg,bubble,bubble,0.5369462966918945
image1977,image1977_02_01.jpg,fur coat,fur coat,0.18491192162036896
image1977,image1977_02_02.jpg,neck brace,neck brace,0.4521159827709198
image1978,image1978.jpg,cellular telephone,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.2056147009134293
image1978,image1978_01_01.jpg,red wine,red wine,0.1867744028568268
image1978,image1978_01_02.jpg,harmonica,"harmonica, mouth organ, harp, mouth harp",0.3585091829299927
image1978,image1978_02_01.jpg,abaya,abaya,0.5782580375671387
image1978,image1978_02_02.jpg,kimono,kimono,0.15593469142913818
image1979,image1979.jpg,jersey,"jersey, T-shirt, tee shirt",0.14466015994548798
image1979,image1979_01_01.jpg,jersey,"jersey, T-shirt, tee shirt",0.5274741649627686
image1979,image1979_01_02.jpg,jersey,"jersey, T-shirt, tee shirt",0.8568678498268127
image1979,image1979_02_01.jpg,bathing cap,"bathing cap, swimming cap",0.4351644217967987
image1979,image1979_02_02.jpg,football helmet,football helmet,0.062322027981281274
image198,image198.jpg,microphone,"microphone, mike",0.8661884665489197
image198,image198_01_01.jpg,pajama,"pajama, pyjama, pj's, jammies",0.27481451630592346
image198,image198_01_02.jpg,microphone,"microphone, mike",0.8425621986389159
image198,image198_02_01.jpg,apron,apron,0.13546764850616455
image198,image198_02_02.jpg,microphone,"microphone, mike",0.19739952683448792
image1980,image1980.jpg,brassiere,"brassiere, bra, bandeau",0.4003106057643889
image1980,image1980_01_01.jpg,seat belt,"seat belt, seatbelt",0.21259692311286926
image1980,image1980_01_02.jpg,bathtub,"bathtub, bathing tub, bath, tub",0.2304137200117111
image1980,image1980_02_01.jpg,bikini,"bikini, two-piece",0.29107022285461426
image1980,image1980_02_02.jpg,hand blower,"hand blower, blow dryer, blow drier, hair dryer, hair drier",0.2035871297121048
image1981,image1981.jpg,gown,gown,0.16084209084510806
image1981,image1981_01_01.jpg,chain mail,"chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour",0.9354559779167176
image1981,image1981_01_02.jpg,seat belt,"seat belt, seatbelt",0.15845738351345062
image1981,image1981_02_01.jpg,maillot,maillot,0.2657390534877777
image1981,image1981_02_02.jpg,brassiere,"brassiere, bra, bandeau",0.09997890889644624
image1982,image1982.jpg,jean,"jean, blue jean, denim",0.7592024803161621
image1982,image1982_01_01.jpg,pajama,"pajama, pyjama, pj's, jammies",0.4419882893562317
image1982,image1982_01_02.jpg,butcher shop,"butcher shop, meat market",0.4162547886371613
image1982,image1982_02_01.jpg,jean,"jean, blue jean, denim",0.2559638321399689
image1982,image1982_02_02.jpg,Gordon setter,Gordon setter,0.11222794651985167
image1983,image1983.jpg,picket fence,"picket fence, paling",0.6307241320610046
image1983,image1983_01_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.3908883631229401
image1983,image1983_01_02.jpg,miniskirt,"miniskirt, mini",0.13699457049369812
image1983,image1983_02_01.jpg,stole,stole,0.11308781802654265
image1983,image1983_02_02.jpg,picket fence,"picket fence, paling",0.5661938190460205
image1984,image1984.jpg,pajama,"pajama, pyjama, pj's, jammies",0.13166598975658414
image1984,image1984_01_01.jpg,neck brace,neck brace,0.11012472212314606
image1984,image1984_01_02.jpg,hand blower,"hand blower, blow dryer, blow drier, hair dryer, hair drier",0.0953834503889084
image1984,image1984_02_01.jpg,pajama,"pajama, pyjama, pj's, jammies",0.14640896022319794
image1984,image1984_02_02.jpg,bonnet,"bonnet, poke bonnet",0.4149623215198517
image1985,image1985.jpg,brassiere,"brassiere, bra, bandeau",0.552773654460907
image1985,image1985_01_01.jpg,abaya,abaya,0.12333843111991882
image1985,image1985_01_02.jpg,lipstick,"lipstick, lip rouge",0.2577289044857025
image1985,image1985_02_01.jpg,bikini,"bikini, two-piece",0.3756347894668579
image1985,image1985_02_02.jpg,bikini,"bikini, two-piece",0.7211527824401855
image1986,image1986.jpg,seat belt,"seat belt, seatbelt",0.9972214698791504
image1986,image1986_01_01.jpg,seat belt,"seat belt, seatbelt",0.9972553849220276
image1986,image1986_01_02.jpg,seat belt,"seat belt, seatbelt",0.9898456335067748
image1986,image1986_02_01.jpg,seat belt,"seat belt, seatbelt",0.8268675208091736
image1986,image1986_02_02.jpg,brassiere,"brassiere, bra, bandeau",0.7636029720306396
image1987,image1987.jpg,wig,wig,0.11951638013124465
image1987,image1987_01_01.jpg,stethoscope,stethoscope,0.22792403399944305
image1987,image1987_01_02.jpg,abaya,abaya,0.1813974529504776
image1987,image1987_02_01.jpg,seat belt,"seat belt, seatbelt",0.22037550806999207
image1987,image1987_02_02.jpg,wig,wig,0.2309637814760208
image1988,image1988.jpg,cardigan,cardigan,0.20583324134349826
image1988,image1988_01_01.jpg,lipstick,"lipstick, lip rouge",0.3118143081665039
image1988,image1988_01_02.jpg,lipstick,"lipstick, lip rouge",0.390844851732254
image1988,image1988_02_01.jpg,sunglass,sunglass,0.14188309013843536
image1988,image1988_02_02.jpg,stole,stole,0.3065610229969025
image1989,image1989.jpg,bow tie,"bow tie, bow-tie, bowtie",0.07135438919067383
image1989,image1989_01_01.jpg,face powder,face powder,0.10060985386371613
image1989,image1989_01_02.jpg,ski mask,ski mask,0.1739359200000763
image1989,image1989_02_01.jpg,bonnet,"bonnet, poke bonnet",0.4704014658927918
image1989,image1989_02_02.jpg,Band Aid,Band Aid,0.3964455127716065
image199,image199.jpg,medicine chest,"medicine chest, medicine cabinet",0.741083025932312
image199,image199_01_01.jpg,medicine chest,"medicine chest, medicine cabinet",0.6643065214157104
image199,image199_01_02.jpg,punching bag,"punching bag, punch bag, punching ball, punchball",0.11889525502920152
image199,image199_02_01.jpg,wig,wig,0.14629602432250974
image199,image199_02_02.jpg,hair spray,hair spray,0.4208915531635285
image1990,image1990.jpg,red wine,red wine,0.17342226207256314
image1990,image1990_01_01.jpg,pajama,"pajama, pyjama, pj's, jammies",0.1823253035545349
image1990,image1990_01_02.jpg,restaurant,"restaurant, eating house, eating place, eatery",0.11210743337869644
image1990,image1990_02_01.jpg,red wine,red wine,0.1004401072859764
image1990,image1990_02_02.jpg,abaya,abaya,0.04515206068754196
image1991,image1991.jpg,sunglasses,"sunglasses, dark glasses, shades",0.26304712891578674
image1991,image1991_01_01.jpg,mask,mask,0.933289110660553
image1991,image1991_01_02.jpg,sunglasses,"sunglasses, dark glasses, shades",0.5593964457511902
image1991,image1991_02_01.jpg,wig,wig,0.6520006060600281
image1991,image1991_02_02.jpg,wig,wig,0.3997945189476013
image1992,image1992.jpg,brassiere,"brassiere, bra, bandeau",0.3409436345100403
image1992,image1992_01_01.jpg,bath towel,bath towel,0.2273966073989868
image1992,image1992_01_02.jpg,iPod,iPod,0.1805136799812317
image1992,image1992_02_01.jpg,brassiere,"brassiere, bra, bandeau",0.20802177488803866
image1992,image1992_02_02.jpg,brassiere,"brassiere, bra, bandeau",0.9233760237693788
image1993,image1993.jpg,maillot,maillot,0.454480916261673
image1993,image1993_01_01.jpg,bikini,"bikini, two-piece",0.4845324754714966
image1993,image1993_01_02.jpg,maillot,maillot,0.3669622838497162
image1993,image1993_02_01.jpg,maillot,"maillot, tank suit",0.500259518623352
image1993,image1993_02_02.jpg,maillot,maillot,0.5149436593055725
image1994,image1994.jpg,maillot,"maillot, tank suit",0.6090112924575806
image1994,image1994_01_01.jpg,bathing cap,"bathing cap, swimming cap",0.3308600187301636
image1994,image1994_01_02.jpg,maillot,maillot,0.3202802538871765
image1994,image1994_02_01.jpg,miniskirt,"miniskirt, mini",0.240933820605278
image1994,image1994_02_02.jpg,maillot,"maillot, tank suit",0.552541971206665
image1995,image1995.jpg,bow tie,"bow tie, bow-tie, bowtie",0.9233552813529968
image1995,image1995_01_01.jpg,bikini,"bikini, two-piece",0.07021503150463104
image1995,image1995_01_02.jpg,lab coat,"lab coat, laboratory coat",0.28050151467323303
image1995,image1995_02_01.jpg,bikini,"bikini, two-piece",0.10529884696006776
image1995,image1995_02_02.jpg,bow tie,"bow tie, bow-tie, bowtie",0.96928608417511
image1996,image1996.jpg,bubble,bubble,0.9524922966957092
image1996,image1996_01_01.jpg,bubble,bubble,0.3606093227863312
image1996,image1996_01_02.jpg,bubble,bubble,0.9255987405776978
image1996,image1996_02_01.jpg,mosquito net,mosquito net,0.9684892296791076
image1996,image1996_02_02.jpg,mixing bowl,mixing bowl,0.20497404038906095
image1997,image1997.jpg,stole,stole,0.32425355911254883
image1997,image1997_01_01.jpg,seat belt,"seat belt, seatbelt",0.08699499070644379
image1997,image1997_01_02.jpg,lipstick,"lipstick, lip rouge",0.12804020941257474
image1997,image1997_02_01.jpg,cloak,cloak,0.5052764415740967
image1997,image1997_02_02.jpg,mask,mask,0.1712844967842102
image1998,image1998.jpg,aircraft carrier,"aircraft carrier, carrier, flattop, attack aircraft carrier",0.8536818027496338
image1998,image1998_01_01.jpg,recreational vehicle,"recreational vehicle, RV, R.V.",0.2858180403709412
image1998,image1998_01_02.jpg,trimaran,trimaran,0.4434889256954193
image1998,image1998_02_01.jpg,prison,"prison, prison house",0.0800204649567604
image1998,image1998_02_02.jpg,balance beam,"balance beam, beam",0.20820339024066925
image1999,image1999.jpg,jean,"jean, blue jean, denim",0.31226646900177
image1999,image1999_01_01.jpg,monastery,monastery,0.15137873589992526
image1999,image1999_01_02.jpg,monastery,monastery,0.5657609105110168
image1999,image1999_02_01.jpg,jean,"jean, blue jean, denim",0.7440398335456848
image1999,image1999_02_02.jpg,crutch,crutch,0.21758241951465607
image20,image20.jpg,lipstick,"lipstick, lip rouge",0.5396515130996704
image20,image20_01_01.jpg,lipstick,"lipstick, lip rouge",0.413444310426712
image20,image20_01_02.jpg,lipstick,"lipstick, lip rouge",0.704524576663971
image20,image20_02_01.jpg,wig,wig,0.2794080376625061
image20,image20_02_02.jpg,lipstick,"lipstick, lip rouge",0.6839605569839478
image200,image200.jpg,maypole,maypole,0.4686820507049561
image200,image200_01_01.jpg,maypole,maypole,0.9707630276679992
image200,image200_01_02.jpg,maypole,maypole,0.1715804636478424
image200,image200_02_01.jpg,umbrella,umbrella,0.37269482016563416
image200,image200_02_02.jpg,croquet ball,croquet ball,0.10819801688194276
image2000,image2000.jpg,alp,alp,0.7865481376647949
image2000,image2000_01_01.jpg,alp,alp,0.8432307839393616
image2000,image2000_01_02.jpg,valley,"valley, vale",0.4342518448829651
image2000,image2000_02_01.jpg,miniskirt,"miniskirt, mini",0.586871862411499
image2000,image2000_02_02.jpg,alp,alp,0.2700541019439697
image2001,image2001.jpg,stage,stage,0.15523089468479154
image2001,image2001_01_01.jpg,lipstick,"lipstick, lip rouge",0.8677107095718384
image2001,image2001_01_02.jpg,bassoon,bassoon,0.04610760509967804
image2001,image2001_02_01.jpg,French horn,"French horn, horn",0.13796807825565338
image2001,image2001_02_02.jpg,brassiere,"brassiere, bra, bandeau",0.2800412476062775
image2002,image2002.jpg,cowboy hat,"cowboy hat, ten-gallon hat",0.1326373815536499
image2002,image2002_01_01.jpg,maypole,maypole,0.12358112633228302
image2002,image2002_01_02.jpg,jersey,"jersey, T-shirt, tee shirt",0.3756657242774963
image2002,image2002_02_01.jpg,bow,bow,0.23144090175628665
image2002,image2002_02_02.jpg,jersey,"jersey, T-shirt, tee shirt",0.3827455043792725
image2003,image2003.jpg,stage,stage,0.4958548247814178
image2003,image2003_01_01.jpg,stage,stage,0.985983669757843
image2003,image2003_01_02.jpg,sunglasses,"sunglasses, dark glasses, shades",0.41550013422966
image2003,image2003_02_01.jpg,jinrikisha,"jinrikisha, ricksha, rickshaw",0.27090635895729065
image2003,image2003_02_02.jpg,stole,stole,0.8501379489898682
image2004,image2004.jpg,electric locomotive,electric locomotive,0.09569120407104492
image2004,image2004_01_01.jpg,electric locomotive,electric locomotive,0.2990243434906006
image2004,image2004_01_02.jpg,crash helmet,crash helmet,0.09110267460346222
image2004,image2004_02_01.jpg,tile roof,tile roof,0.3655473291873932
image2004,image2004_02_02.jpg,can opener,"can opener, tin opener",0.2437403202056885
image2005,image2005.jpg,cellular telephone,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.45120108127594
image2005,image2005_01_01.jpg,jersey,"jersey, T-shirt, tee shirt",0.1425144225358963
image2005,image2005_01_02.jpg,cellular telephone,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.7706726193428041
image2005,image2005_02_01.jpg,jersey,"jersey, T-shirt, tee shirt",0.8442798852920532
image2005,image2005_02_02.jpg,wig,wig,0.06941474229097366
image2006,image2006.jpg,Egyptian cat,Egyptian cat,0.8457084894180298
image2006,image2006_01_01.jpg,Siamese cat,"Siamese cat, Siamese",0.3963693082332611
image2006,image2006_01_02.jpg,Egyptian cat,Egyptian cat,0.3612416088581085
image2006,image2006_02_01.jpg,Tibetan mastiff,Tibetan mastiff,0.7170799374580383
image2006,image2006_02_02.jpg,fur coat,fur coat,0.1778246909379959
image2007,image2007.jpg,sweatshirt,sweatshirt,0.19217729568481445
image2007,image2007_01_01.jpg,cowboy hat,"cowboy hat, ten-gallon hat",0.22522495687007904
image2007,image2007_01_02.jpg,cellular telephone,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.1542431116104126
image2007,image2007_02_01.jpg,abaya,abaya,0.2866316139698029
image2007,image2007_02_02.jpg,sweatshirt,sweatshirt,0.27336716651916504
image2008,image2008.jpg,hair slide,hair slide,0.9253445267677308
image2008,image2008_01_01.jpg,hair slide,hair slide,0.9438199996948242
image2008,image2008_01_02.jpg,hair slide,hair slide,0.9241027235984802
image2008,image2008_02_01.jpg,seat belt,"seat belt, seatbelt",0.21795879304409027
image2008,image2008_02_02.jpg,wig,wig,0.3095192611217499
image2009,image2009.jpg,castle,castle,0.7961093783378601
image2009,image2009_01_01.jpg,castle,castle,0.9589377641677856
image2009,image2009_01_02.jpg,castle,castle,0.9931386113166808
image2009,image2009_02_01.jpg,park bench,park bench,0.14277507364749908
image2009,image2009_02_02.jpg,gondola,gondola,0.4952477812767029
image201,image201.jpg,confectionery,"confectionery, confectionary, candy store",0.620712161064148
image201,image201_01_01.jpg,web site,"web site, website, internet site, site",0.13244789838790896
image201,image201_01_02.jpg,chain saw,"chain saw, chainsaw",0.10833854228258133
image201,image201_02_01.jpg,confectionery,"confectionery, confectionary, candy store",0.3871499598026276
image201,image201_02_02.jpg,bottlecap,bottlecap,0.4896438717842102
image2010,image2010.jpg,ashcan,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin",0.3259865343570709
image2010,image2010_01_01.jpg,punching bag,"punching bag, punch bag, punching ball, punchball",0.9634895324707032
image2010,image2010_01_02.jpg,vestment,vestment,0.1894812434911728
image2010,image2010_02_01.jpg,knee pad,knee pad,0.11181902885437013
image2010,image2010_02_02.jpg,gasmask,"gasmask, respirator, gas helmet",0.10513653606176376
image2011,image2011.jpg,wig,wig,0.14836010336875916
image2011,image2011_01_01.jpg,hand blower,"hand blower, blow dryer, blow drier, hair dryer, hair drier",0.09791707992553712
image2011,image2011_01_02.jpg,neck brace,neck brace,0.11046800762414932
image2011,image2011_02_01.jpg,wig,wig,0.13798831403255465
image2011,image2011_02_02.jpg,brassiere,"brassiere, bra, bandeau",0.2431829869747162
image2012,image2012.jpg,sunglasses,"sunglasses, dark glasses, shades",0.4700846672058106
image2012,image2012_01_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.16476678848266602
image2012,image2012_01_02.jpg,hair slide,hair slide,0.4886724948883057
image2012,image2012_02_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.5947761535644531
image2012,image2012_02_02.jpg,wig,wig,0.5179679393768309
image2013,image2013.jpg,sunglasses,"sunglasses, dark glasses, shades",0.1599208265542984
image2013,image2013_01_01.jpg,loupe,"loupe, jeweler's loupe",0.12650488317012787
image2013,image2013_01_02.jpg,wig,wig,0.7950014472007751
image2013,image2013_02_01.jpg,loupe,"loupe, jeweler's loupe",0.0981217324733734
image2013,image2013_02_02.jpg,lipstick,"lipstick, lip rouge",0.1423400491476059
image2014,image2014.jpg,sweatshirt,sweatshirt,0.4212297201156616
image2014,image2014_01_01.jpg,wig,wig,0.396181583404541
image2014,image2014_01_02.jpg,loupe,"loupe, jeweler's loupe",0.0951925367116928
image2014,image2014_02_01.jpg,soccer ball,soccer ball,0.09765060245990753
image2014,image2014_02_02.jpg,sweatshirt,sweatshirt,0.6807488203048706
image2015,image2015.jpg,sunglasses,"sunglasses, dark glasses, shades",0.8087383508682251
image2015,image2015_01_01.jpg,snorkel,snorkel,0.07538781315088272
image2015,image2015_01_02.jpg,cowboy hat,"cowboy hat, ten-gallon hat",0.3649691939353943
image2015,image2015_02_01.jpg,Weimaraner,Weimaraner,0.5329479575157166
image2015,image2015_02_02.jpg,Pekinese,"Pekinese, Pekingese, Peke",0.2708709836006165
image2016,image2016.jpg,sunglasses,"sunglasses, dark glasses, shades",0.5143612623214722
image2016,image2016_01_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.6285343766212463
image2016,image2016_01_02.jpg,sunglasses,"sunglasses, dark glasses, shades",0.7965990900993347
image2016,image2016_02_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.04647812247276306
image2016,image2016_02_02.jpg,cloak,cloak,0.13740120828151706
image2017,image2017.jpg,maillot,maillot,0.4245167970657349
image2017,image2017_01_01.jpg,miniskirt,"miniskirt, mini",0.19758674502372744
image2017,image2017_01_02.jpg,bikini,"bikini, two-piece",0.3671553134918213
image2017,image2017_02_01.jpg,maillot,"maillot, tank suit",0.32284194231033325
image2017,image2017_02_02.jpg,miniskirt,"miniskirt, mini",0.7191373109817505
image2018,image2018.jpg,pajama,"pajama, pyjama, pj's, jammies",0.2768758833408356
image2018,image2018_01_01.jpg,wig,wig,0.16079720854759216
image2018,image2018_01_02.jpg,ice lolly,"ice lolly, lolly, lollipop, popsicle",0.11063037067651747
image2018,image2018_02_01.jpg,seat belt,"seat belt, seatbelt",0.5353455543518066
image2018,image2018_02_02.jpg,stole,stole,0.5538163781166077
image2019,image2019.jpg,seat belt,"seat belt, seatbelt",0.9529836177825928
image2019,image2019_01_01.jpg,seat belt,"seat belt, seatbelt",0.9214155077934264
image2019,image2019_01_02.jpg,seat belt,"seat belt, seatbelt",0.9994903802871704
image2019,image2019_02_01.jpg,lipstick,"lipstick, lip rouge",0.138593852519989
image2019,image2019_02_02.jpg,wig,wig,0.34089142084121704
image202,image202.jpg,sunglasses,"sunglasses, dark glasses, shades",0.5428954362869263
image202,image202_01_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.2983202934265137
image202,image202_01_02.jpg,sunglasses,"sunglasses, dark glasses, shades",0.6520259380340576
image202,image202_02_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.4290080964565277
image202,image202_02_02.jpg,sunglasses,"sunglasses, dark glasses, shades",0.6447397470474243
image2020,image2020.jpg,sarong,sarong,0.2801523208618164
image2020,image2020_01_01.jpg,bell cote,"bell cote, bell cot",0.13038355112075806
image2020,image2020_01_02.jpg,bell cote,"bell cote, bell cot",0.18938198685646054
image2020,image2020_02_01.jpg,sandbar,"sandbar, sand bar",0.15897111594676971
image2020,image2020_02_02.jpg,swimming trunks,"swimming trunks, bathing trunks",0.1538168340921402
image2021,image2021.jpg,seat belt,"seat belt, seatbelt",0.1675649732351303
image2021,image2021_01_01.jpg,seat belt,"seat belt, seatbelt",0.6673034429550171
image2021,image2021_01_02.jpg,bikini,"bikini, two-piece",0.08969508856534958
image2021,image2021_02_01.jpg,jersey,"jersey, T-shirt, tee shirt",0.4212549924850464
image2021,image2021_02_02.jpg,seat belt,"seat belt, seatbelt",0.14099381864070892
image2022,image2022.jpg,restaurant,"restaurant, eating house, eating place, eatery",0.32561492919921875
image2022,image2022_01_01.jpg,seat belt,"seat belt, seatbelt",0.21090319752693176
image2022,image2022_01_02.jpg,laptop,"laptop, laptop computer",0.0928863361477852
image2022,image2022_02_01.jpg,caldron,"caldron, cauldron",0.16767048835754395
image2022,image2022_02_02.jpg,oxygen mask,oxygen mask,0.24728107452392575
image2023,image2023.jpg,sunglass,sunglass,0.4995387196540833
image2023,image2023_01_01.jpg,pier,pier,0.06998642534017563
image2023,image2023_01_02.jpg,sunglass,sunglass,0.08305197209119798
